keyword,lda_text,doc_id,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,dominant_topic_id,dominant_report_topic_id,dominant_topic_name,dominant_topic_prob
数据分析师,【地铁口│十三薪│免费工作餐│精品模式│自主研发产品│多项海外专利│一对一培训│定制职业发展│团队幸福感强】 岗位职责： 1. 深入调研目标市场，分析市场趋势与环境；多维度评估竞品动态； 2. 制定并执行销售策略与推广计划，根据数据变化灵活调整； 3. 定期分析销售与库存数据，优化库存周转率，确保安全库存； 4. 维护Amazon店铺健康运营，管控风险，确保各项指标达标。 任职要求： 1. 本科及以上学历，理科专业背景优先； 2. 熟练使用Excel，具备较强的数据分析能力和逻辑思维； 3. 英语CET-6或同等水平，能够流畅阅读英文资料； 4. 有1年以上相关工作经验；提供一对一导师带教。 我们的福利： 【社保五险】按国家规定 【员工旅游】每年1-2次旅游 【包工作餐】提供免费的工作餐 【生日福利】每年生日会收到美美的蛋糕以及大家的温馨祝福 【娱乐活动】各种娱乐、文体、聚餐、年会活动等您来参加 【传统佳节】每年的传统佳节都会收到大大的礼包 【加薪制度】每年年底有加薪机会。从不降薪！ 杭州总部地址：浙江省杭州市上城区丁桥金色大唐城3幢 武汉分部地址：湖北省武汉市洪山区书城路窝牛创意大厦（地铁8号线文昌路站C或D出口；出站步行5分钟内可到公司大楼）,10,0.14265686159045193,0.0028532486091988394,0.8488547881047719,0.0028075824196487826,0.002827519275928625,2,3,统计报表与业务支持主题,0.8488547881047719
数据分析师,岗位职责描述： 1、数据建模与量化分析。基于业务需求，负责海量数据的特征工程建设及量化建模，构建统计模型、机器学习等模型，输出深度挖掘的洞察内容，提供量化决策依据。 2、数据分析产品算法优化与迭代。对现有量化策略进行多维度验证，建立策略有效性评估体系，持续改进和创新策略，提高策略的实战适配性。 3、数据洞察可视化与专题分析。基于算法输出结果，开发专题看板、数据观点、数据主题表。 4、设计并搭建标准化、模块化的数据分析通用框架，覆盖数据接入、特征计算、模型训练、结果交付全流程，提升团队协作效率。 任职条件描述 1.专业背景： （1）数学、统计学、金融工程、计算机科学、商业分析等相关专业本科及以上学历； （2）熟悉Python/R/SQL等编程语言，具备扎实的算法基础。 2.经验能力： （1）3年及以上工作经验、1年以上量化分析或数据建模经验； （2）熟悉宏观经济、风险管理或企业评估优先； （3）逻辑清晰，具备独立解决问题及团队协作能力，能快速拆解复杂业务问题为可量化分析目标。 3.综合素质： （1）对数据敏感，善于挖掘数据价值； （2）学习能力及抗压能力强，适应快节奏工作环境。,11,0.0018894229729642079,0.10541996001129168,0.0018609248875692524,0.8889697838084681,0.001859908319706654,3,4,数据建模与运营决策主题,0.8889697838084681
数据分析师,"""1、数据方案管理：协助业务BA、业务SA方案进行数据解析，并对接相关数据管家。 2、数据需求管理：一方面承接业务SA的数据需求，负责日常区域数据需求申请、上会评审、跟进闭环。另一方面跟进一线用户的数据需求，协同相关干系人进行需求闭环。 3、数据运营：负责运营商IOC经营数据的运营，包含上线前测试、日常版本验证等，解答用户数据类问题。 4、数据相关方案运维：负责CNB页面数据及维度的配置和日常管理。 1、较强的数据处理能力、数据分析能力，能使用EXCEL写公式处理数据；熟练使用POWER BI\TABLEAU\YBI等工具的优先； 2、有财务背景，对财务系统有基本概念优先； 3、需具备数据相关基础知识技能； "" ""统本及以上；财务或者经营数字化经营必须1、高质量完成日常事务性工作，有较强的人际连接力 2、做事细心，有主动服务意识； 3、具备较强的数据处理能力。 4、工作中日常沟通顺畅，工作积极主动，主动识别问题及风险，并给出专业意见 岗位需求1： 1、数据方案管理：协助业务BA、业务SA方案进行数据解析，并对接相关数据管家。 2、数据需求管理：一方面承接业务SA的数据需求，负责日常区域数据需求申请、上会评审、跟进闭环。另一方面跟进一线用户的数据需求，协同相关干系人进行需求闭环。 3、数据运营：负责运营商IOC经营数据的运营，包含上线前测试、日常版本验证等，解答用户数据类问题。 4、数据相关方案运维：负责CNB页面数据及维度的配置和日常管理。",12,0.8440754038214416,0.0017947936254985994,0.0018017583564905453,0.0018326876142464648,0.15049535658232263,0,1,用户需求与产品系统主题,0.8440754038214416
数据分析师,"岗位职责： 1.民航数据信息采集、数据库结构搭建； 2.运用数据挖掘/统计学习的理论和方法，深入挖掘和分析用户行为、业务数据； 3.负责并参与方案讨论、调研，负责相关分析报告的撰写； 4.跟进航空业热点，分析行业发展趋势。 岗位要求： 1.统计学、计算机等相关专业，对民航运营熟悉的优先 2.热爱旅游业/航空业，了解用户需求，懂用户体验； 3.熟悉数据清洗、分析、挖掘的经验，熟悉常用的数据挖掘方法论，有独立且高效地完成数据的提取及分析经验者优先； 4.熟练使用EXCEL、SQL、Tableau等软件优先； 5.数字敏感度高,具备较强的分析总结能力，具备良好的数据呈现能力、分析报告撰写能力; 6.具备责任心和良好的团队协作精神，乐于沟通交流和分享，充满激情，乐于接受挑战。 欢迎26届毕业生投递简历 职位福利：周末双休、五险一金、绩效奖金、带薪年假、节日福利、员工旅游、定期体检、补充医疗保险",13,0.3586828964064721,0.0030056866980774873,0.25137592823238314,0.35773253573737435,0.029202952925692784,0,1,用户需求与产品系统主题,0.3586828964064721
数据分析师,部门介绍： 我们是京东科技智能资管，致力于建设全中国最大的不良资产管理平台，始终肩负用最文明的方式化解金融风险、修复资产价值、稳定社会信用体系的核心使命，致力于以科技驱动资产管理的专业化与人性化，构建更健康、可持续，有温度的金融生态。 依托数据、技术、资本、AMC牌照四大核心优势，为金融机构及资产持有方提供全周期、多模式、数字化的资产处置解决方案。通过科技与金融的深度融合，我们不仅助力金融机构化解不良资产、优化资产负债结构，更致力维护金融市场秩序，构建金融新生态，推动其文明、长期、稳健发展。目前我们已服务包含京东消费金融以及外部多家大型金融机构，处置的资产规模居于行业前列，切实实现了风险化解、资产盘活与社会效益的协同共赢。 期待不良资产商务拓展、贷后策略与模型、AI产品与技术、贷后运营等领域的优秀人才加入我们，一起构建更健康、更文明、更可持续的不良资产管理行业的未来！ 岗位职责： 1.分析及数据支持：为京东科技信控业务提供数据运营支持； 2.策略设计：根据业务需求，设计策略，推动落地，评估和分析结果，持续迭代； 3.绩效支持：绩效工资的核算发放； 4.现场值班管控：设计调解人员排班计划，包含人员出勤、现场稽核、系统异常登记、每日预警等； 5.现场人效管控：管控人员工作时长≥90%、人员产能达成比≥100%、对过程数据均有监控并对异常进行跟踪； 6.异常报告输出：能定期输出现场诊断报告，不局限在数据层面，更多聚焦在从现场管控看到可努力的机会点，给出业务建议，共建组织能力提升。 任职要求 1.本科及以上学历，三年以上工作经验； 2.对数据敏感，能从数据中发现问题、解决问题； 3.熟悉业界常用的数据分析模型，掌握实验设计与因果推断原理者优先； 4.思维清晰，逻辑性强，有强烈的好奇心，勇于创新和面对挑战，对工作充满激情，并有良好的沟通能力、自学能力和团队协作精神。 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。,14,0.22700047834556217,0.498765713915214,0.07899229726035832,0.13084601687521652,0.06439549360364882,1,2,商业经营与策略洞察主题,0.498765713915214
数据分析师,职位描述 1.支持商业化与增长业务的数据分析需求，监测核心指标并定位问题。 2.完成渠道评估、活动分析、用户留存等专项分析，输出 actionable 建议。 3.搭建和维护数据看板，支持业务决策。 任职要求 1.经验：1-3年数据分析经验，有互联网商业化或增长分析经验优先。 2.技能：熟练使用 SQL 和至少一种分析工具（Python/R）；掌握 BI 工具（如 Tableau）。 3.能力：逻辑清晰，具备良好的业务理解和沟通能力，能独立解决问题。 4.学历：本科及以上，数学、统计、计算机等相关专业优先。 简历需要具备的硬性要求 有数据分析基础、有互联网相关工作经验、理工科背景,15,0.003982627317001635,0.003987960725748118,0.003984179375603933,0.9841017133861023,0.003943519195543971,3,4,数据建模与运营决策主题,0.9841017133861023
数据分析师,【地铁口│十三薪│免费工作餐│精品模式│自主研发产品│多项海外专利│一对一培训│定制职业发展│团队幸福感强】 岗位职责： 1. 深入调研目标市场，分析市场趋势与环境；多维度评估竞品动态； 2. 制定并执行销售策略与推广计划，根据数据变化灵活调整； 3. 定期分析销售与库存数据，优化库存周转率，确保安全库存； 4. 维护Amazon店铺健康运营，管控风险，确保各项指标达标。 任职要求： 1. 本科及以上学历，理科专业背景优先； 2. 熟练使用Excel，具备较强的数据分析能力和逻辑思维； 3. 英语CET-6或同等水平，能够流畅阅读英文资料； 4. 有1年以上相关工作经验；提供一对一导师带教。 我们的福利： 【社保五险】按国家规定 【员工旅游】每年1-2次旅游 【包工作餐】提供免费的工作餐 【生日福利】每年生日会收到美美的蛋糕以及大家的温馨祝福 【娱乐活动】各种娱乐、文体、聚餐、年会活动等您来参加 【传统佳节】每年的传统佳节都会收到大大的礼包 【加薪制度】每年年底有加薪机会。从不降薪！ 杭州总部地址：浙江省杭州市上城区丁桥金色大唐城3幢 武汉分部地址：湖北省武汉市洪山区书城路窝牛创意大厦（地铁8号线文昌路站C或D出口；出站步行5分钟内可到公司大楼）,16,0.14265686159045193,0.0028532486091988394,0.8488547881047719,0.0028075824196487826,0.002827519275928625,2,3,统计报表与业务支持主题,0.8488547881047719
数据分析师,人力外包驻场，签订东华劳动合同。 任职要求： 1. 经验要求 - 本科及以上学历，学信网可查，统计学、数学、计算机、金融工程、经济学等相关专业优先。 - 5年以上银行、互联网金融或咨询公司数据分析相关工作经验，必须有独立主导过大型用户运营分析或营销模型项目的成功案例。 - 有手机银行APP运营分析或零售银行数字化营销项目经验者优先。 2. 技能要求 - 数据处理与编程：精通 SQL（复杂查询优化），熟练掌握 Python 或 R 进行数据清洗、统计分析及建模。 - 算法模型：深刻理解并实际应用过 RFM模型、聚类分析等算法解决过实际业务问题。 - 文档能力：能够独立产出高质量线上运营报告 3. 其它要求 - 能主动发现业务痛点并提出分析课题，而非被动接收需求 - 具备优秀的沟通能力，能阐述复杂的分析逻辑和分析结论。 岗位职责： 1. 数据监控与需求挖掘：产出手机银行日常运营报告，建立核心业务漏斗，定期自动监测各环节转化率。分析用户在页面上的停留时长、跳出率及报错日志，识别“体验断点”。结合客群画像，分析不同层级客户的行为差异，寻找未被满足的共性需求。 2. 手机运营报告及业务表现深度归因分析：为业务运营策略提供量化依据，辅助营销决策；数据拆解，效果跟踪量化，归因分析。 3. 上线后需求评价，验证上线功能是否达到预期业务目标。,17,0.3835342843918779,0.00152013951614858,0.0015114262618379987,0.6119331073659601,0.0015010424641755454,3,4,数据建模与运营决策主题,0.6119331073659601
数据分析师,职位描述 1、承接业务数据分析需求，产出专项分析报告，洞察做功机会； 2、负责业务指标体系构建、数据监控看板搭建和活动人群圈选； 3、通过数据挖掘分析，协同产研制定保险产品定价、风控策略。 任职要求 1、硕士研究生及以上学历，具备1～3年数据分析经验； 2、熟练使用SQL、Office等常用办公软件，熟悉Python优先； 3、有统计学基础，统计学、数学、金融等相关专业优先； 4、有较强的学习能力、良好的团队合作意识、较强的沟通能力； 5、有互联网电商、金融、支付从业经验者优先； 6、有保险产品定价、风控经验者优先。 1～3年数据分析经验、熟练使用SQL、211/985/海外名校学历背景,18,0.004058894364662493,0.334966542235572,0.00410185242329785,0.541350448181797,0.11552226279467084,3,4,数据建模与运营决策主题,0.541350448181797
数据分析师,职位描述： 具备数据战略规划能力，可制定贴合公司业务的数据战略，明确短中长期目标，开展数据价值评估，识别关键数据资产并制定资产化路径，统筹数据采集、处理、分析、应用全生命周期管理。同时擅长团队建设，能按需搭建数据开发、分析、产品等岗位架构，推进人才培养与梯队建设，建立规范工作流程、协作机制与绩效体系，提升团队整体效能。1.从各种来源收集数据，包括数据库、第三方数据提供商、网络爬虫等。清洗数据，确保数据的准确性和可靠性;2.在数据清洗的基础上，运用统计学、机器学习等方法对数据进行分析;3.将分析结果以报告的形式呈现出来，报告应包括数据可视化、结论提炼和建议提出;4.熟练掌握各种数据分析工具和技术，如SQL、Python、R等；5.数据分析领域的技术和方法不断更新，保持持续学习的态度，不断提升自己的专业技能。同时关注行业动态和最新研究成果，以便将最新的技术和方法应用到实际工作中。 职位要求： 1.计算机科学、数据科学、统计学、信息管理相关专业，统招硕士及以上学历，工程师及以上技术职称优先；2.熟练掌握数据分析方法和工具，如Python、R、SQL等；熟悉MySQL、PostgreSQL、MongoDB等数据库系统的使用和管理；熟悉数据清洗、数据转换、数据集成等数据处理流程；3.有7年以上数据分析和数据管理相关项目的经验，具备扎实的统计学基础和熟练的编程技能，能够独立完成数据分析任务；4.出色的沟通技能，优秀的报告撰写和组织策划能力；5.具有团队合作精神和较好的多文化沟通交流能力。,19,0.28790217438694654,0.0016353912179570627,0.0016167164879897584,0.70720484923174,0.0016408686753666523,3,4,数据建模与运营决策主题,0.70720484923174
数据分析师,岗位职责 1.负责中心信息化提升工作; 2.负责中心网络安全管理工作; 3.协助推进中心大集中ERP建设工作; 4.处理桌面运维工作: 5.遵守公司各项规章制度; 主要工作内容 1.使用 RPA、Pvthon 等工具开发自动化应用程序并维护版本更新，提升中心办公质效; 2.下达网络安全管理通知、组织网络安全检查及问题整改、完成公司要求的 网络安全管理专项工作; 3.跟进大集中ERP上线进度，收集问题并协调推进，确保顺利实施上线; 4.负责牵头组织安装公司要求的软件，并按公司要求统计、上报相关数据: 5.领导安排的其他工作。 任职要求： 1、大学本科及以上学历； 2、具有中级会计职称或中级经济师职称； 3、有一定的公文写作能力； 4、英语4级以上或同等英语水平； 5、熟练使用办公软件，熟悉计算机操作； 6、能承担工作压力，有责任心，有一定的协调、沟通能力； 职位福利：五险一金、带薪年假、定期体检、补充医疗保险、周末双休、员工旅游、14薪,20,0.2931713049281539,0.0034529205115852437,0.35457616187479984,0.003455317092787175,0.3453442955926738,2,3,统计报表与业务支持主题,0.35457616187479984
数据分析师,岗位职责： 1.数据采集与清洗：获取行业相关数据，处理海量数据的采集、清洗与存储。 2.大数据处理：使用大数据技术（如Hadoop、Spark等）进行数据的分析与建模，构建数据仓库，优化数据流转。 3.ETL开发与维护：设计和优化ETL流程，确保数据从源头到分析的完整性和准确性。 4.数据分析与挖掘：基于业务需求，运用机器学习/深度学习算法，进行数据建模、预测和挖掘，输出数据驱动的业务决策建议。 5.数据可视化：设计数据可视化报表，提供清晰的决策支持。 6.主数据治理：治理主数据，维护主数据的生命周期。 任职要求： 1.统招本科及以上； 2.具备水利信息化行业经验优先； 3.计算机类、电子信息类等相关专业； 4.5年以上大数据分析、数据治理相关经验； 5.掌握Hadoop、Spark等大数据处理技术，具备海量数据处理经验; 6.熟悉ETL流程，掌握SQL、数据仓库设计，有ETL项目开发经验; 7.精通Python、SQL，具备良好的代码规范和编程习惯;,21,0.21156544865997173,0.002521994113118581,0.0025153674735064286,0.7808707442608912,0.0025264454925120225,3,4,数据建模与运营决策主题,0.7808707442608912
数据分析师,职位描述 1、承接业务数据分析需求，产出专项分析报告，洞察做功机会； 2、负责业务指标体系构建、数据监控看板搭建和活动人群圈选； 3、通过数据挖掘分析，协同产研制定保险产品定价、风控策略。 任职要求 1、硕士研究生及以上学历，具备1～3年数据分析经验； 2、熟练使用SQL、Office等常用办公软件，熟悉Python优先； 3、有统计学基础，统计学、数学、金融等相关专业优先； 4、有较强的学习能力、良好的团队合作意识、较强的沟通能力； 5、有互联网电商、金融、支付从业经验者优先； 6、有保险产品定价、风控经验者优先。 简历需要具备的硬性要求 1～3年数据分析经验、熟练使用SQL、211/985/海外名校学历背景,22,0.003906802263839985,0.3247564278988798,0.003999153396311741,0.5599714020502822,0.1073662143906864,3,4,数据建模与运营决策主题,0.5599714020502822
